2023-06-06 22:57:16.944  INFO 8120 --- [main] rtEasypoiImportAndExportExcelApplication : Started JavaReportEasypoiImportAndExportExcelApplication in 1.04 seconds (JVM running for 1.48)
2023-06-06 22:57:16.954  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : 开始导入excel
2023-06-06 22:57:19.383  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=1, userName=姓名1, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.383  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=2, userName=姓名2, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.383  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=3, userName=姓名3, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=4, userName=姓名4, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=5, userName=姓名5, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=6, userName=姓名6, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=7, userName=姓名7, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=8, userName=姓名8, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=9, userName=姓名9, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=10, userName=姓名10, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=11, userName=姓名11, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=12, userName=姓名12, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=13, userName=姓名13, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=14, userName=姓名14, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=15, userName=姓名15, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=16, userName=姓名16, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=17, userName=姓名17, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=18, userName=姓名18, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=19, userName=姓名19, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=20, userName=姓名20, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.384  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=21, userName=姓名21, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=22, userName=姓名22, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=23, userName=姓名23, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=24, userName=姓名24, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=25, userName=姓名25, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=26, userName=姓名26, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=27, userName=姓名27, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=28, userName=姓名28, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=29, userName=姓名29, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=30, userName=姓名30, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=31, userName=姓名31, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=32, userName=姓名32, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=33, userName=姓名33, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=34, userName=姓名34, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=35, userName=姓名35, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=36, userName=姓名36, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=37, userName=姓名37, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=38, userName=姓名38, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=39, userName=姓名39, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
2023-06-06 22:57:19.385  INFO 8120 --- [main] m.j.service.impl.UserServiceImpl         : User(id=40, userName=姓名40, phone=18800000008, hireDate=2023-06-04T00:00, address=中国)
